"24.19.00";"ALTRA TIMPANOPLASTICA";"";"";"";"";"3";""
"24.20.00";"TIMPANOPLASTICA DI TIPO II";"";"";"";"";"4";""
"24.31.00";"TIMPANOPLASTICA DI TIPO III";"";"";"";"";"4";""
"24.32.00";"TIMPANOPLASTICA DI TIPO IV";"";"";"";"";"4";""
"24.39.00";"TIMPANOPLASTICA DI TIPO V";"";"";"";"";"4";""
"24.40.00";"REVISIONE DI TIMPANOPLASTICA";"";"";"";"";"4";""
"24.50.00";"ALTRA RIPARAZIONE DELL'ORECCHIO MEDIO";"";"";"";"";"4";""
"25.00.00";"MIRINGOTOMIA";"";"";"";"";"3";""
"25.10.00";"MIRINGOTOMIA CON INSERZIONE DI TUBO";"";"";"";"";"4";""
"25.20.00";"ALTRA MIRINGOTOMIA";"";"";"";"";"4";""
"25.31.00";"RIMOZIONE DI TUBO TIMPANOSTOMICO";"";"";"";"";"4";""
"25.39.00";"INCISIONE DELLA MASTOIDE E DELL'ORECCHIO MEDIO";"";"";"";"";"3";""
"25.01.00";"INCISIONE DELLA MASTOIDE";"";"";"";"";"4";""
"25.02.00";"INCISIONE DI CELLULE PNEUMATICHE DELLA ROCCA PETROSA DELL'OSSO TEMPORALE";"";"";"";"";"4";""
"25.09.00";"INCISIONE DELL'ORECCHIO MEDIO";"";"";"";"";"4";""
"25.10.00";"PROCEDURE DIAGNOSTICHE SULL'ORECCHIO MEDIO E SULL'ORECCHIO INTERNO";"";"";"";"";"3";""
"25.20.00";"ELETTROCOCLEOGRAFIA";"";"";"";"";"4";""
"25.30.00";"BIOPSIA DELL'ORECCHIO INTERNO E DELL'ORECCHIO MEDIO";"";"";"";"";"4";""
"25.40.00";"ALTRE PROCEDURE DIAGNOSTICHE SULL'ORECCHIO MEDIO E SULL'ORECCHIO INTERNO";"";"";"";"";"4";""
"25.51.00";"MASTOIDECTOMIA";"";"";"";"";"3";""
"25.59.00";"MASTOIDECTOMIA SEMPLICE";"";"";"";"";"4";""
"26.31.00";"MASTOIDECTOMIA RADICALE";"";"";"";"";"4";""
"26.32.00";"ALTRA MASTOIDECTOMIA";"";"";"";"";"4";""
"26.33.00";"ALTRA ASPORTAZIONE DELL'ORECCHIO MEDIO";"";"";"";"";"3";""
"26.34.00";"ASPORTAZIONE DI LESIONE DELL'ORECCHIO MEDIO";"";"";"";"";"4";""
"26.39.00";"ALTRA ASPORTAZIONE DELL'ORECCHIO MEDIO";"";"";"";"";"4";""
"26.00.00";"FENESTRAZIONE DELL'ORECCHIO INTERNO";"";"";"";"";"3";""
"26.11.00";"FENESTRAZIONE DELL'ORECCHIO INTERNO (INIZIALE)";"";"";"";"";"4";""
"26.12.00";"REVISIONE DI FENESTRAZIONE DELL'ORECCHIO INTERNO";"";"";"";"";"4";""
"26.19.00";"INCISIONE, ASPORTAZIONE E DEMOLIZIONE DELL'ORECCHIO INTERNO";"";"";"";"";"3";""
"26.21.00";"ANASTOMOSI ENDOLINFATICO";"";"";"";"";"4";""
"26.29.00";"INIEZIONE NELL'ORECCHIO INTERNO";"";"";"";"";"4";""
"26.30.00";"ALTRA INCISIONE, ASPORTAZIONE E DEMOLIZIONE DELL'ORECCHIO INTERNO";"";"";"";"";"4";""
"26.31.00";"INTERVENTI SULLA TUBA DI EUSTACHIO";"";"";"";"";"4";""
"26.32.00";"ALTRI INTERVENTI SULL'ORECCHIO MEDIO E INTERNO";"";"";"";"";"3";""
"26.41.00";"TIMPANOSIMPATECTOMIA";"";"";"";"";"4";""
"26.42.00";"REVISIONE DI MASTOIDECTOMIA";"";"";"";"";"4";""
"26.49.00";"RIPARAZIONE DELLE FINESTRE OVALE E ROTONDA";"";"";"";"";"4";""
"27.31.00";"INIEZIONE DEL TIMPANO";"";"";"";"";"4";""
"27.39.00";"IMPIANTO DI APPARECCHIO ACUSTICO ELETTROMAGNETICO";"";"";"";"";"4";""
"27.00.00";"IMPIANTO O SOSTITUZIONE DI APPARECCHIO PROTESICO COCLEARE, SAI";"";"";"";"";"4";""
"27.10.00";"IMPIANTO O SOSTITUZIONE DI APPARECCHIO PROTESICO COCLEARE, SINGOLO CANALE";"";"";"";"";"4";""
"27.21.00";"IMPIANTO O SOSTITUZIONE DI APPARECCHIO PROTESICO COCLEARE, CANALE MULTIPLO";"";"";"";"";"4";""
"27.22.00";"ALTRI INTERVENTI SULL'ORECCHIO MEDIO E INTERNO";"";"";"";"";"4";""
"27.23.00";"CONTROLLO DI EPISTASSI";"";"";"";"";"3";""
"27.24.00";"CONTROLLO DI EPISTASSI, SAI";"";"";"";"";"4";""
"27.29.00";"CONTROLLO DI EPISTASSI MEDIANTE TAMPONAMENTO NASALE ANTERIORE";"";"";"";"";"4";""
"27.31.00";"CONTROLLO DI EPISTASSI MEDIANTE TAMPONAMENTO NASALE POSTERIORE (E ANTERIORE)";"";"";"";"";"4";""
"27.32.00";"CONTROLLO DI EPISTASSI MEDIANTE CAUTERIZZAZIONE (E TAMPONAMENTO)";"";"";"";"";"4";""
"27.41.00";"CONTROLLO DI EPISTASSI MEDIANTE LEGATURA DELLE ARTERIE ETMOIDALI";"";"";"";"";"4";""
"27.42.00";"CONTROLLO DI EPISTASSI MEDIANTE LEGATURA (TRANSANTRALE) DELLA ARTERIA MASCELLARE";"";"";"";"";"4";""
"27.43.00";"CONTROLLO DI EPISTASSI MEDIANTE LEGATURA DELL'ARTERIA CAROTIDE ESTERNA";"";"";"";"";"4";""
"27.49.00";"CONTROLLO DI EPISTASSI MEDIANTE ASPORTAZIONE DELLA MUCOSA NASALE E INNESTO DI CUTE DEL SETTO E DELLA PARETE LATERALE DEL";"";"";"";"";"4";""
"27.51.00";"CONTROLLO DI EPISTASSI CON ALTRE PROCEDURE";"";"";"";"";"4";""
"27.52.00";"INCISIONE DEL NASO";"";"";"";"";"4";""
"27.53.00";"PROCEDURE DIAGNOSTICHE SUL NASO";"";"";"";"";"3";""
"27.54.00";"RINOSCOPIA";"";"";"";"";"4";""
"27.55.00";"BIOPSIA DEL NASO";"";"";"";"";"4";""
"27.56.00";"ALTRE PROCEDURE DIAGNOSTICHE SUL NASO";"";"";"";"";"4";""
"27.57.00";"ASPORTAZIONE O DEMOLIZIONE LOCALE DI LESIONE DEL NASO";"";"";"";"";"3";""
"27.59.00";"ASPORTAZIONE O DEMOLIZIONE DI LESIONE DEL NASO, SAI";"";"";"";"";"4";""
"28.01.00";"ASPORTAZIONE O DEMOLIZIONE LOCALE DI LESIONE INTRANASALE";"";"";"";"";"4";""
"28.02.00";"ASPORTAZIONE O DEMOLIZIONE LOCALE DI ALTRA LESIONE DEL NASO";"";"";"";"";"4";""
"28.03.00";"RESEZIONE DEL NASO";"";"";"";"";"4";""
"28.09.00";"RESEZIONE SOTTOMUCOSA DEL SETTO NASALE";"";"";"";"";"4";""
"28.11.00";"TURBINECTOMIA";"";"";"";"";"3";""
"28.12.00";"TURBINECTOMIA MEDIANTE DIATERMIA O CRIOCHIRURGIA";"";"";"";"";"4";""
"28.13.00";"FRATTURA DEI TURBINATI";"";"";"";"";"4";""
"28.19.00";"ALTRA TURBINECTOMIA";"";"";"";"";"4";""
"28.31.00";"RIDUZIONE DI FRATTURA NASALE";"";"";"";"";"3";""
"28.32.00";"RIDUZIONE CHIUSA DI FRATTURA NASALE NON A CIELO APERTO";"";"";"";"";"4";""
"28.39.00";"RIDUZIONE APERTA DI FRATTURA NASALE A CIELO APERTO";"";"";"";"";"4";""
"28.00.00";"INTERVENTI DI RIPARAZIONE E DI PLASTICA DEL NASO";"";"";"";"";"3";""
"28.11.00";"SUTURA DI LACERAZIONE DEL NASO";"";"";"";"";"4";""
"28.19.00";"CHIUSURA DI FISTOLA NASALE";"";"";"";"";"4";""
"28.20.00";"RICOSTRUZIONE TOTALE DEL NASO";"";"";"";"";"4";""
"28.30.00";"REVISIONE DI RINOPLASTICA";"";"";"";"";"4";""
"28.40.00";"RINOPLASTICA DI INGRANDIMENTO";"";"";"";"";"4";""
"28.50.00";"RINOPLASTICA PARZIALE";"";"";"";"";"4";""
"29.00.00";"ALTRA RINOPLASTICA";"";"";"";"";"4";""
"29.10.00";"ALTRA PLASTICA DEL SETTO";"";"";"";"";"4";""
"29.31.00";"ALTRI INTERVENTI DI RIPARAZIONE E DI PLASTICA DEL NASO";"";"";"";"";"4";""
"29.32.00";"ALTRI INTERVENTI SUL NASO";"";"";"";"";"3";""
"29.39.00";"LISI DI ADERENZE DEL NASO";"";"";"";"";"4";""
"29.00.00";"ALTRI INTERVENTI SUL NASO";"";"";"";"";"4";""
"29.11.00";"ASPIRAZIONE E LAVAGGIO DEI SENI NASALI";"";"";"";"";"3";""
"29.12.00";"ASPIRAZIONE E LAVAGGIO DEI SENI NASALI, SAI";"";"";"";"";"4";""
"29.19.00";"PUNTURA DEI SENI NASALI PER ASPIRAZIONE O LAVAGGIO";"";"";"";"";"4";""
"29.20.00";"ASPIRAZIONE O LAVAGGIO DEI SENI NASALI ATTRAVERSO LA VIA NATURALE";"";"";"";"";"4";""
"29.31.00";"PROCEDURE DIAGNOSTICHE SUI SENI NASALI";"";"";"";"";"3";""
"29.32.00";"BIOPSIA (ENDOSCOPICA) (AGOBIOPSIA) DEI SENI NASALI";"";"";"";"";"4";""
"29.33.00";"BIOPSIA A CIELO APERTO DEI SENI NASALI";"";"";"";"";"4";""
"29.39.00";"ALTRE PROCEDURE DIAGNOSTICHE SUI SENI NASALI";"";"";"";"";"4";""
"29.40.00";"ANTROTOMIA INTRANASALE";"";"";"";"";"4";""
"29.51.00";"ANTROTOMIA MASCELLARE ESTERNA";"";"";"";"";"3";""
"29.52.00";"ANTROTOMIA MASCELLARE RADICALE";"";"";"";"";"4";""
"29.53.00";"ALTRA ANTROTOMIA MASCELLARE ESTERNA";"";"";"";"";"4";""
"29.54.00";"SENOTOMIA E SENECTOMIA FRONTALE";"";"";"";"";"3";""
"29.59.00";"SENOTOMIA FRONTALE";"";"";"";"";"4";""
"30.31.00";"SENECTOMIA FRONTALE";"";"";"";"";"4";""
"30.32.00";"ALTRA SENOTOMIA NASALE";"";"";"";"";"3";""
"30.39.00";"SENOTOMIA, SAI";"";"";"";"";"4";""
"30.01.00";"ETMOIDOTOMIA";"";"";"";"";"4";""
"30.09.00";"SFENOIDOTOMIA";"";"";"";"";"4";""
"30.10.00";"INCISIONE DEI SENI MULTIPLI";"";"";"";"";"4";""
"30.21.00";"ALTRA SENECTOMIA NASALE";"";"";"";"";"3";""
"30.22.00";"SENECTOMIA, SAI";"";"";"";"";"4";""
"30.29.00";"ASPORTAZIONE DI LESIONE DEL SENO MASCELLARE SECONDO CALDWELL-LUC";"";"";"";"";"4";""
"30.30.00";"ASPORTAZIONE DI LESIONE DEL SENO MASCELLARE CON ALTRO APPROCCIO";"";"";"";"";"4";""
"30.40.00";"ETMOIDECTOMIA";"";"";"";"";"4";""
"31.00.00";"SFENOIDECTOMIA";"";"";"";"";"4";""
"31.10.00";"RIPARAZIONE DEL SENO NASALE";"";"";"";"";"3";""
"31.21.00";"CHIUSURA DI FISTOLA DEL SENO NASALE";"";"";"";"";"4";""
"31.29.00";"ALTRA RIPARAZIONE DEL SENO NASALE";"";"";"";"";"4";""
"31.30.00";"ALTRI INTERVENTI SUI SENI NASALI";"";"";"";"";"4";""
"31.41.00";"ESTRAZIONE DI DENTE CON PINZA";"";"";"";"";"3";""
"31.42.00";"ESTRAZIONE DI DENTE DECIDUO";"";"";"";"";"4";""
"31.43.00";"ESTRAZIONE DI ALTRO DENTE";"";"";"";"";"4";""
"31.44.00";"ESTRAZIONE CHIRURGICA DI DENTE";"";"";"";"";"3";""
"31.45.00";"ESTRAZIONE DI RADICE RESIDUA";"";"";"";"";"4";""
"31.48.00";"ALTRA ESTRAZIONE CHIRURGICA DI DENTE";"";"";"";"";"4";""
"31.49.00";"RIPARAZIONE DI DENTE MEDIANTE OTTURAZIONE";"";"";"";"";"4";""
"31.50.00";"RIPARAZIONE DI DENTE MEDIANTE INTARSIO";"";"";"";"";"4";""
"32.01.00";"ALTRA RIPARAZIONE DENTARIA";"";"";"";"";"3";""
"32.02.00";"APPLICAZIONE DI CORONA";"";"";"";"";"4";""
"32.03.00";"INSERZIONE DI PONTE FISSO";"";"";"";"";"4";""
"32.04.00";"INSERZIONE DI PONTE RIMOVIBILE";"";"";"";"";"4";""
"32.09.00";"ALTRA RIPARAZIONE DENTARIA";"";"";"";"";"4";""
"32.11.00";"IMPIANTO DI DENTE";"";"";"";"";"4";""
"32.12.00";"IMPIANTO DI PROTESI DENTARIA";"";"";"";"";"4";""
"32.13.00";"APICECTOMIA E TERAPIA CANALARE";"";"";"";"";"3";""
"32.14.00";"TERAPIA CANALARE, SAI";"";"";"";"";"4";""
"32.15.00";"TERAPIA CANALARE CON IRRIGAZIONE";"";"";"";"";"4";""
"32.19.00";"TERAPIA CANALARE CON APICECTOMIA";"";"";"";"";"4";""
"32.31.00";"APICECTOMIA";"";"";"";"";"4";""
"32.32.00";"INCISIONE DI GENGIVA O DI OSSO ALVEOLARE";"";"";"";"";"4";""
"32.33.00";"PROCEDURE DIAGNOSTICHE SU DENTI, GENGIVE E ALVEOLI";"";"";"";"";"3";""
"32.34.00";"BIOPSIA DELLA GENGIVA";"";"";"";"";"4";""
"32.35.00";"BIOPSIA DELL'ALVEOLO";"";"";"";"";"4";""
"32.38.00";"ALTRI PROCEDURE SUI DENTI, GENGIVE E ALVEOLI";"";"";"";"";"4";""
"32.39.00";"GENGIVOPLASTICA";"";"";"";"";"4";""
"32.01.00";"ALTRI INTERVENTI SULLA GENGIVA";"";"";"";"";"3";""
"32.09.00";"ASPORTAZIONE DI LESIONE O TESSUTO DELLA GENGIVA";"";"";"";"";"4";""
"32.10.00";"SUTURA DI LACERAZIONE DELLA GENGIVA";"";"";"";"";"4";""
"32.21.00";"ALTRI INTERVENTI SULLA GENGIVA";"";"";"";"";"4";""
"32.22.00";"ASPORTAZIONE DI LESIONE DENTARIA DELLA MANDIBOLA";"";"";"";"";"4";""
"32.28.00";"ALVEOLOPLASTICA";"";"";"";"";"4";""
"32.29.00";"ESPOSIZIONE CHIRURGICA DI DENTE";"";"";"";"";"4";""
"32.30.00";"APPLICAZIONE DI SUSSIDIO ORTODONTICO";"";"";"";"";"4";""
"32.40.00";"ALTRO INTERVENTO ORTODONTICO";"";"";"";"";"4";""
"32.50.00";"ALTRI INTERVENTI SUI DENTI";"";"";"";"";"3";""
"33.00.00";"ESTENSIONE O APPROFONDIMENTO DEL SOLCO LINGUALE O LABIALE";"";"";"";"";"4";""
"33.30.00";"ALTRI INTERVENTI SUI DENTI";"";"";"";"";"4";""
"33.00.00";"PROCEDURE DIAGNOSTICHE SULLA LINGUA";"";"";"";"";"3";""
"33.10.00";"BIOPSIA (AGOBIOPSIA) DELLA LINGUA";"";"";"";"";"4";""
"33.21.00";"BIOPSIA A CIELO APERTO DELLA LINGUA BIOPSIA A CUNEO";"";"";"";"";"4";""
"33.22.00";"ALTRA PROCEDURA DIAGNOSTICA SULLA LINGUA";"";"";"";"";"4";""
"33.23.00";"ASPORTAZIONE O DEMOLIZIONE DI LESIONE O TESSUTO DELLA LINGUA";"";"";"";"";"4";""
"33.24.00";"GLOSSECTOMIA PARZIALE";"";"";"";"";"4";""
"33.25.00";"GLOSSECTOMIA COMPLETA";"";"";"";"";"4";""
"33.26.00";"GLOSSECTOMIA RADICALE";"";"";"";"";"4";""
"33.27.00";"RIPARAZIONE DELLA LINGUA E GLOSSOPLASTICA";"";"";"";"";"3";""
"33.28.00";"SUTURA DI LACERAZIONE DELLA LINGUA";"";"";"";"";"4";""
"33.29.00";"ALTRI INTERVENTI DI RIPARAZIONE E PLASTICA SULLA LINGUA";"";"";"";"";"4";""
"33.31.00";"ALTRI INTERVENTI SULLA LINGUA";"";"";"";"";"3";""
"33.32.00";"FRENULOTOMIA LINGUALE";"";"";"";"";"4";""
"33.33.00";"FRENULECTOMIA LINGUALE";"";"";"";"";"4";""
"33.34.00";"LISI DI ADERENZE DELLA LINGUA";"";"";"";"";"4";""
"33.39.00";"ALTRA GLOSSOTOMIA";"";"";"";"";"4";""
"33.41.00";"ALTRI INTERVENTI SULLA LINGUA";"";"";"";"";"4";""
"33.42.00";"INCISIONE DELLE GHIANDOLE O DOTTI SALIVARI";"";"";"";"";"4";""
"33.43.00";"PROCEDURE DIAGNOSTICHE SULLE GHIANDOLE E DOTTI SALIVARI";"";"";"";"";"3";""
"33.48.00";"BIOPSIA (AGOBIOPSIA) DI GHIANDOLA O DOTTO SALIVARE";"";"";"";"";"4";""
"33.49.00";"BIOPSIA A CIELO APERTO DI GHIANDOLA O DOTTO SALIVARE";"";"";"";"";"4";""
"33.50.00";"ALTRE PROCEDURE DIAGNOSTICHE SULLE GHIANDOLE E DOTTI SALIVARI";"";"";"";"";"4";""
"33.51.00";"ASPORTAZIONE DI LESIONE DI GHIANDOLA SALIVARE";"";"";"";"";"3";""
"33.52.00";"MARSUPIALIZZAZIONE DI CISTI DI GHIANDOLA SALIVARE";"";"";"";"";"4";""
"34.00.00";"ALTRA ASPORTAZIONE DI LESIONE DI GHIANDOLA SALIVARE";"";"";"";"";"4";""
"34.31.00";"SCIALOADENECTOMIA";"";"";"";"";"3";""
"34.32.00";"SCIALOADENECTOMIA, SAI";"";"";"";"";"4";""
"34.33.00";"SCIALOADENECTOMIA PARZIALE";"";"";"";"";"4";""
"34.38.00";"SCIALOADENECTOMIA COMPLETA";"";"";"";"";"4";""
"34.39.00";"RIPARAZIONE DI GHIANDOLA O DOTTO SALIVARE";"";"";"";"";"3";""
"34.01.00";"SUTURA DI LACERAZIONE DI GHIANDOLA SALIVARE";"";"";"";"";"4";""
"34.02.00";"CHIUSURA DI FISTOLA DI GHIANDOLA SALIVARE";"";"";"";"";"4";""
"34.03.00";"ALTRI INTERVENTI DI RIPARAZIONE E DI PLASTICA SU GHIANDOLE O DOTTI SALIVARI";"";"";"";"";"4";""
"34.04.00";"ALTRI INTERVENTI SU GHIANDOLE O DOTTI SALIVARI";"";"";"";"";"3";""
"34.05.00";"SPECILLAZIONE DI DOTTO SALIVARE";"";"";"";"";"4";""
"34.09.00";"ALTRI INTERVENTI SU GHIANDOLE O DOTTI SALIVARI";"";"";"";"";"4";""
"34.10.00";"DRENAGGIO DELLA FACCIA E DEL PAVIMENTO DELLA BOCCA";"";"";"";"";"4";""
"34.21.00";"INCISIONE DEL PALATO";"";"";"";"";"4";""
"34.22.00";"PROCEDURE DIAGNOSTICHE SULLA CAVITA' ORALE";"";"";"";"";"3";""
"34.23.00";"BIOPSIA DEL PALATO OSSEO";"";"";"";"";"4";""
"34.24.00";"BIOPSIA DELL'UGOLA";"";"";"";"";"4";""
"34.25.00";"BIOPSIA DEL LABBRO";"";"";"";"";"4";""
"34.26.00";"BIOPSIA DELLA BOCCA, STRUTTURA NON SPECIFICATA";"";"";"";"";"4";""
"34.27.00";"ALTRE PROCEDURE DIAGNOSTICHE SULLA CAVITA' ORALE";"";"";"";"";"4";""
"34.28.00";"ASPORTAZIONE DI LESIONE O TESSUTO DEL PALATO OSSEO";"";"";"";"";"3";""
"34.29.00";"ASPORTAZIONE O DEMOLIZIONE LOCALE DI LESIONE O TESSUTO DEL PALATO OSSEO";"";"";"";"";"4";""
"34.30.00";"ASPORTAZIONE O DEMOLIZIONE AMPIA DI LESIONE O TESSUTO DEL PALATO OSSEO";"";"";"";"";"4";""
"34.40.00";"ASPORTAZIONE DI ALTRE PARTI DELLA BOCCA";"";"";"";"";"3";""
"34.51.00";"FRENULECTOMIA LABIALE";"";"";"";"";"4";""
"34.59.00";"AMPIA ASPORTAZIONE DI LESIONE DEL LABBRO";"";"";"";"";"4";""
"35.00.00";"ALTRA ASPORTAZIONE DI LESIONE O TESSUTO DEL LABBRO";"";"";"";"";"4";""
"35.11.00";"ALTRA ASPORTAZIONE DELLA BOCCA";"";"";"";"";"4";""
"35.12.00";"RIPARAZIONE PLASTICA DELLA BOCCA";"";"";"";"";"3";""
"35.13.00";"SUTURA DI LACERAZIONE DEL LABBRO";"";"";"";"";"4";""
"35.14.00";"SUTURA DI LACERAZIONE DI ALTRA PARTE DELLA BOCCA";"";"";"";"";"4";""
"35.19.00";"CHIUSURA DI FISTOLA DELLA BOCCA";"";"";"";"";"4";""
"35.21.00";"RIPARAZIONE DI SCHISI DEL LABBRO";"";"";"";"";"4";""
"35.22.00";"INNESTO (A TUTTO SPESSORE) DI CUTE SU LABBRO E BOCCA";"";"";"";"";"4";""
"35.23.00";"ALTRO INNESTO DI CUTE SU LABBRO E BOCCA";"";"";"";"";"4";""
"35.24.00";"IMPIANTO DI INNESTO PEDUNCOLATO O A LEMBO SU LABBRO E BOCCA";"";"";"";"";"4";""
"35.25.00";"ALTRA RIPARAZIONE PLASTICA DELLA BOCCA";"";"";"";"";"4";""
"35.29.00";"PALATOPLASTICA";"";"";"";"";"3";""
"35.31.00";"SUTURA DI LACERAZIONE DEL PALATO";"";"";"";"";"4";""
"35.32.00";"CORREZIONE DI PALATOSCHISI";"";"";"";"";"4";""
"35.33.00";"REVISIONE DI CORREZIONE DI PALATOSCHISI";"";"";"";"";"4";""
"35.39.00";"ALTRA RIPARAZIONE PLASTICA DEL PALATO";"";"";"";"";"4";""
"35.00.00";"INTERVENTI SULL'UGOLA";"";"";"";"";"3";""
"35.01.00";"INCISIONE DELL'UGOLA";"";"";"";"";"4";""
"35.02.00";"ASPORTAZIONE DELL'UGOLA";"";"";"";"";"4";""
"35.03.00";"RIPARAZIONE DELL'UGOLA";"";"";"";"";"4";""
"35.04.00";"ALTRI INTERVENTI SULL'UGOLA";"";"";"";"";"4";""
"35.10.00";"ALTRI INTERVENTI SU BOCCA E FACCIA";"";"";"";"";"3";""
"35.11.00";"FRENULOTOMIA LABIALE";"";"";"";"";"4";""
"35.12.00";"INCISIONE DELLA BOCCA, STRUTTURA NON SPECIFICATA";"";"";"";"";"4";""
"35.13.00";"ALTRI INTERVENTI SULLA CAVITA' ORALE";"";"";"";"";"4";""
"35.14.00";"INCISIONE E DRENAGGIO DI STRUTTURE TONSILLARI E PERITONSILLARI";"";"";"";"";"4";""
"35.20.00";"PROCEDURE DIAGNOSTICHE SU TONSILLE E ADENOIDI";"";"";"";"";"3";""
"35.21.00";"BIOPSIA DI TONSILLE E ADENOIDI";"";"";"";"";"4";""
"35.22.00";"ALTRI INTERVENTI DIAGNOSTICI SU TONSILLE E ADENOIDI";"";"";"";"";"4";""
"35.23.00";"TONSILLECTOMIA SENZA ADENOIDECTOMIA";"";"";"";"";"4";""
"35.24.00";"TONSILLECTOMIA CON ADENOIDECTOMIA";"";"";"";"";"4";""
"35.25.00";"ASPORTAZIONE DI RESIDUO TONSILLARE";"";"";"";"";"4";""
"35.26.00";"ASPORTAZIONE DI TONSILLA LINGUALE";"";"";"";"";"4";""
"35.27.00";"ADENOIDECTOMIA SENZA TONSILLECTOMIA";"";"";"";"";"4";""
"35.28.00";"CONTROLLO DI EMORRAGIA DOPO TONSILLECTOMIA E ADENOIDECTOMIA";"";"";"";"";"4";""
"35.31.00";"ALTRI INTERVENTI SU TONSILLE E ADENOIDI";"";"";"";"";"3";""
"35.32.00";"RIMOZIONE DI CORPO ESTRANEO DA TONSILLE E ADENOIDI MEDIANTE INCISIONE";"";"";"";"";"4";""
"35.33.00";"ASPORTAZIONE DI LESIONE DI TONSILLE E ADENOIDI";"";"";"";"";"4";""
"35.34.00";"ALTRI INTERVENTI SU TONSILLE E ADENOIDI";"";"";"";"";"4";""
"35.35.00";"FARINGOTOMIA";"";"";"";"";"4";""
"35.39.00";"PROCEDURE DIAGNOSTICHE SUL FARINGE";"";"";"";"";"3";""
"35.41.00";"FARINGOSCOPIA";"";"";"";"";"4";""
"35.42.00";"BIOPSIA FARINGEA";"";"";"";"";"4";""
"35.50.00";"ALTRE PROCEDURE DIAGNOSTICHE SUL FARINGE";"";"";"";"";"4";""
"35.51.00";"ASPORTAZIONE DI CISTI O VESTIGIA DELLA FESSURA BRANCHIALE";"";"";"";"";"4";""
"35.52.00";"ASPORTAZIONE O DEMOLIZIONE DI LESIONE O TESSUTO DEL FARINGE";"";"";"";"";"3";""
"35.53.00";"MIOTOMIA CRICOFARINGEA";"";"";"";"";"4";""
"35.54.00";"DIVERTIVULECTOMIA FARINGEA";"";"";"";"";"4";""
"36.00.00";"FARINGECTOMIA (PARZIALE)";"";"";"";"";"4";""
"36.01.00";"ASPORTAZIONE O DEMOLIZIONE DI LESIONE O TESSUTO DEL FARINGE";"";"";"";"";"4";""
"36.02.00";"INTERVENTO DI PLASTICA SUL FARINGE";"";"";"";"";"4";""
"36.03.00";"ALTRA RIPARAZIONE DEL FARINGE";"";"";"";"";"3";""
"36.10.00";"SUTURA DI LACERAZIONE DEL FARINGE";"";"";"";"";"4";""
"36.11.00";"CHIUSURA DI FISTOLA DELLA FESSURA BRANCHIALE";"";"";"";"";"4";""
"36.12.00";"CHIUSURA DI ALTRA FISTOLA DEL FARINGE";"";"";"";"";"4";""
"36.13.00";"LISI DI ADERENZE FARINGEE";"";"";"";"";"4";""
"36.21.00";"ALTRA RIPARAZIONE DEL FARINGE";"";"";"";"";"4";""
"36.22.00";"ALTRI INTERVENTI SUL FARINGE";"";"";"";"";"3";""
"36.23.00";"DILATAZIONE DEL FARINGE";"";"";"";"";"4";""
"36.24.00";"SEZIONE DEL NERVO GLOSSOFARINGEO";"";"";"";"";"4";""
"36.31.00";"ALTRI INTERVENTI SUL FARINGE";"";"";"";"";"4";""
"36.32.00";"ASPORTAZIONE O DEMOLIZIONE DI LESIONI O TESSUTI LARINGEI";"";"";"";"";"3";""
"36.33.00";"MARSUPIALIZZAZIONE DI CISTI LARINGEA";"";"";"";"";"4";""
"36.34.00";"ALTRA ASPORTAZIONE O DEMOLIZIONE DI LESIONE O TESSUTO DELLA LARINGE";"";"";"";"";"4";""
"36.35.00";"EMILARINGECTOMIA";"";"";"";"";"4";""
"36.36.00";"ALTRA LARINGECTOMIA PARZIALE";"";"";"";"";"3";""
"36.38.00";"EPIGLOTTIDECTOMIA";"";"";"";"";"4";""
"36.39.00";"CORDECTOMIA";"";"";"";"";"4";""
"36.01.00";"ALTRA LARINGECTOMIA PARZIALE";"";"";"";"";"4";""
"36.02.00";"LARINGECTOMIA COMPLETA";"";"";"";"";"4";""
"36.03.00";"LARINGECTOMIA RADICALE";"";"";"";"";"4";""
"36.04.00";"INIEZIONE DELLA LARINGE INIEZIONE DI MATERIALE INERTE NELLA LARINGE O NELLE CORDE VOCALI";"";"";"";"";"4";""
"36.05.00";"TRACHEOSTOMIA TEMPORANEA";"";"";"";"";"4";""
"36.06.00";"TRACHEOSTOMIA PERMANENTE";"";"";"";"";"3";""
"36.09.00";"TRACHEOSTOMIA MEDIASTINICA";"";"";"";"";"4";""
"36.10.00";"ALTRA TRACHEOSTOMIA PERMANENTE";"";"";"";"";"4";""
"36.11.00";"ALTRA INCISIONE DI LARINGE O TRACHEA";"";"";"";"";"4";""
"36.12.00";"PROCEDURE DIAGNOSTICHE SU LARINGE E TRACHEA";"";"";"";"";"3";""
"36.13.00";"TRACHEOSCOPIA ATTRAVERSO STOMA ARTIFICIALE";"";"";"";"";"4";""
"36.14.00";"LARINGOSCOPIA E ALTRA TRACHEOSCOPIA";"";"";"";"";"4";""
"36.15.00";"BIOPSIA (ENDOSCOPICA) DELLA LARINGE";"";"";"";"";"4";""
"36.16.00";"BIOPSIA CHIUSA (ENDOSCOPICA) DELLA TRACHEA";"";"";"";"";"4";""
"36.17.00";"BIOPSIA A CIELO APERTO DELLA LARINGE O TRACHEA";"";"";"";"";"4";""
"36.19.00";"ALTRA PROCEDURA DIAGNOSTICA SULLA LARINGE";"";"";"";"";"4";""
