"E65.-";"Adipositas localisata";;;;;"Lokalizovana gojaznost";;"3";;;
"E66.-";"Obesitas";;;;;"Op¹ta gojaznost";;"3";;;
"E66.0";"Obesitas propter calorias enormes";;;;;"Gojaznost uzrokovana vi¹kom kalorija";;"4";;;
"E66.1";"Obesitas medicamentosa";;;;;"Gojaznost uzrokovana lekovima";;"4";;;
"E66.2";"Obesitas extrema cum hypoventilatione alveolari";;;;;"Preterana gojaznost sa smanjenom ventilacijom pluænih mehuriæa";;"4";;;
"E66.8";"Obesitas alia";;;;;"Druga gojaznost";;"4";;;
"E66.9";"Obesitas,non specificata";;;;;"Gojaznost,neoznaèena";;"4";;;
"E67.-";"Hyperalimentatio alia";;;;;"Drugo prekomerno hranjenje";;"3";;;
"E67.0";"Hypervitaminosis A";;;;;"Poveæan unos vitamina A";;"4";;;
"E67.1";"Hypercarotinaemia";;;;;"Poveæani unos karotina";;"4";;;
"E67.2";"Hypervitaminosis pyridoxini";;;;;"Poveæan unos vitamina B6";;"4";;;
"E67.3";"Hypervitaminosis D";;;;;"Poveæan unos vitamina D";;"4";;;
"E67.8";"Hyperalimentatio specificata,alia";;;;;"Drugo oznaèeno prekomerno uno¹enje hrane";;"4";;;
"E68.-";"Sequelae hyperalimentationis";;;;;"Posledice prekomernog hranjenja";;"3";;;
"E70.-";"Disordines metabolismi aminoacidorum aromaticorum";;;;;"Poremeæaji metabolizma aromatiènih aminokiselina";;"3";;;
"E70.0";"Phenylketonuria classica";;;;;"Klasièno poveæanje fenil-alanina u mokraæi";;"4";;;
"E70.1";"Hyperphenylalaninaemia alia";;;;;"Drugo poveæanje fenil-alanina u krvi";;"4";;;
"E70.2";"Disordo metabolismi thyrosini";;;;;"Poremeæaj metabolizma tirozina";;"4";;;
"E70.3";"Albinismus";;;;;"Nedostatak pigmenta u organizmu";;"4";;;
"E70.8";"Disordines metabolismi aminoacidorum aromaticorum alii";;;;;"Drugi poremeæaji metabolizma aromatiènih aminokiselina";;"4";;;
"E70.9";"Disordo metabolismi aminoacidorum aromaticorum,non specificatus";;;;;"Poremeæaj metabolizma aromatiènih aminokiselina,neoznaèen";;"4";;;
"E71.-";"Disordines metabolismi aminoacidorum catenosorum et metabolismi acidorum stearicorum";;;;;"Poremeæaji metabolizma lanèanih aminokiselina i metabolizma masnih kiselina";;"3";;;
"E71.0";"Morbus sirupus aceris-urina";;;;;"Bolest mokraæe kao javorov sirup";;"4";;;
"E71.1";"Disordines metabolismi aminoacidorum catenosorum alii";;;;;"Drugi poremeæaji metabolizma lanèanih aminokiselina";;"4";;;
"E71.2";"Disordo metabolismi aminoacidorum catenosorum,non specificatus";;;;;"Poremeæaj metabolizma lanèanih aminokiselina,neoznaèen";;"4";;;
"E71.3";"Disordines metabolismi acidorum stearicorum";;;;;"Poremeæaji metabolizma masnih kiselina";;"4";;;
"E72.-";"Disordines metabolismi aminoacidorum,alii";;;;;"Drugi poremeæaji metabolizma aminokiselina";;"3";;;
"E72.0";"Disordines transportationis aminoacidorum";;;;;"Poremeæaji prenosa aminokiselina";;"4";;;
"E72.1";"Disordines metabolismi aminoacidorum cum sulfure";;;;;"Poremeæaji metabolizma aminokiselina sa sumporom";;"4";;;
"E72.2";"Disordines metabolismi ureae";;;;;"Poremeæaji metabolizma ureje";;"4";;;
"E72.3";"Disordines metabolismi lysini et hydroxylysini";;;;;"Poremeæaj metabolizma lizina i hidroksilizina";;"4";;;
"E72.4";"Disordines metabolismi ornithini";;;;;"Poremeæaji metabolizma ornitina";;"4";;;
"E72.5";"Disordines metabolismi glycini";;;;;"Poremeæaji metabolizma glicina";;"4";;;
"E72.8";"Disordines metabolismi aminoacidorum alii,specificati";;;;;"Drugi oznaèeni poremeæaji metabolizma aminokiselina";;"4";;;
"E72.9";"Disordo metabolismi aminoacidorum,non specificatus";;;;;"Poremeæaj metabolizma aminokiselina,neoznaèen";;"4";;;
"E73.-";"Intolerantia lactosi";;;;;"Nepodno¹enje mleènog ¹eæera";;"3";;;
"E73.0";"Deficientia lactosi congenita";;;;;"Uroðeni nedostatak mleènog ¹eæera";;"4";;;
"E73.1";"Deficientia lactosi secundaria";;;;;"Steèeni nedostatak mleènog ¹eæera";;"4";;;
"E73.8";"Intolerantia lactosi alia";;;;;"Drugo nepodno¹enje mleènog ¹eæera";;"4";;;
"E73.9";"Intolerantia lactosi,non specificata";;;;;"Nepodno¹enje mleènog ¹eæera,neoznaèeno";;"4";;;
"E74.-";"Disordines metabolismi carbohydratorum alii";;;;;"Drugi poremeæaji metabolizma ugljenih hidrata";;"3";;;
"E74.0";"Accumulatio glycogeni abnormalis";;;;;"Oboljenje uzrokovano nakupljanjem glikogena";;"4";;;
"E74.1";"Disordines metabolismi fructosi";;;;;"Poremeæaji metabolizma gro¾ðanog ¹eæera";;"4";;;
"E74.2";"Disordines metabolismi galactosi";;;;;"Poremeæaji metabolizma mleènog ¹eæera";;"4";;;
"E74.3";"Disordines absorptionis carbohydratorum intestinales alii";;;;;"Drugi crevni poremeæaji apsorpcije ugljenih hidrata";;"4";;;
"E74.4";"Disordines metabolismi pyruvati et glyconeogenasis";;;;;"Poremeæaji metabolizma piruvata i glikoneogeneze";;"4";;;
"E74.8";"Disordines metabolismi carbohydratorum alii,specificati";;;;;"Drugi oznaèeni poremeæaji metabolizma ugljenih hidrata";;"4";;;
"E74.9";"Disordo metabolismi carbohydrati,non specificatus";;;;;"Poremeæaj metabolizma ugljenih hidrata,neoznaèen";;"4";;;
"E75.-";"Disordines metabolismi sphingolipidi et depositionis lipidorum alii";;;;;"Drugi poremeæaji metabolizma sfingolipida i deponovanja masti";;"3";;;
"E75.0";"Gangliosidis GM2";;;;;"GM2-gangliozidoza";;"4";;;
"E75.1";"Gangliosidoses alii";;;;;"Druge gangliozidoze";;"4";;;
"E75.2";"Sphingolipidosis alia";;;;;"Druga sfingolipidoza";;"4";;;
"E75.3";"Sphingolipidosis,non specificata";;;;;"Sfingolipidoza,neoznaèena";;"4";;;
"E75.4";"Sphingolipidosis,non specificata";;;;;"Sfingolipidoza,neoznaèena";;"4";;;
"E75.5";"Disordines depositionis lipidorum alii";;;;;"Drugi poremeæaji deponovanja masti";;"4";;;
"E75.6";"Disordo depositionis lipidorum,non specificatus";;;;;"Poremeæaj deponovanja masti,neoznaèen";;"4";;;
"E76.-";"Disordines metabolismi glycosaminoglycanorum";;;;;"Poremeæaji metabolizma glikozaminoglikana";;"3";;;
"E76.0";"Mucopolyseccharidosis,typus l";;;;;"Mukopolisaharidoza,tip l";;"4";;;
"E76.1";"Mucopolysaccharidosis,typus l";;;;;"Mukopolisaharidoza,tip l";;"4";;;
"E76.2";"Mucopolysaccharidoses alii";;;;;"Druge makopolisaharidoze";;"4";;;
"E76.3";"Mucopolysaccharidoses,non specificatae";;;;;"Mukopolisaharidoze,neoznaèene";;"4";;;
"E76.8";"Disordines metabolismi glycosaminoglycanorum alii";;;;;"Drugi poremeæaji metabolizma glikozeminoglikana";;"4";;;
"E76.9";"Disordo metabolismi glycosaminoglycanorum,non specificatus";;;;;"Poremeæaj metabolizma glikozeminoglikana,neoznaèen";;"4";;;
"E77.-";"Disordines metabolismi glycoproteini";;;;;"Poremeæaji metabolizma glikoproteina";;"3";;;
"E77.0";"Disordines modificationis posttranslationalis enzymarum lysosomarium";;;;;"Poremeæaji posttranslacione modifikacije lizosomnih enzima";;"4";;;
"E77.1";"Disordines in degradatione glycoproteini";;;;;"Poremeæaji u razgradnji glikoproteina";;"4";;;
"E77.8";"Disordines metabolismi glycoproteini alii";;;;;"Drugi poremeæaji metabolizma glikoproteina";;"4";;;
"E77.9";"Disordo metabolismi glycoproteini,non specificatus";;;;;"Poremeæaj metabolizma glikoproteina,neoznaèen";;"4";;;
"E78.-";"Disordines metabolismi lipoproteiniet lipidaemiae alii";;;;;"Poremeæaji metabolizma masti i drugi poremeæaji masti u krvi";;"3";;;
"E78.0";"Hypercholesterolaemia vera";;;;;"Pravo poveæanje holesterola u krvi";;"4";;;
"E78.1";"Hyperglyceridaemia vera";;;;;"Pravo poveæanje triglicerida u krvi";;"4";;;
"E78.2";"Hyperlipidaemia mixta";;;;;"Poveæanje raznih vrsta masti";;"4";;;
"E78.3";"Hyperehylomicronaemia";;;;;"Poveæanje hilomikrona u krvi";;"4";;;
"E78.4";"Hyperlipidaemia alia";;;;;"Drugo poveæanje masti u krvi";;"4";;;
"E78.5";"Hyperlipidaemia,non specificata";;;;;"Poveæanje masti u krvi,neoznaèeno";;"4";;;
"E78.6";"Deficientia lipoproteini";;;;;"Nedostatak lipoproteina";;"4";;;
"E78.8";"Disordines metabolismis lipoproteins alii";;;;;"Drugi poremeæaji metabolizma lipoproteina";;"4";;;
"E78.9";"Disordo metabolismi lipoproteini,non specificatus";;;;;"Poremeæaj metabolizma lipoproteina,neoznaèen";;"4";;;
"E79.-";"Disordines metabolismi purini et pyrimidini";;;;;"Poremeæaj metabolizma purina i pirimidina";;"3";;;
"E79.0";"Hyperuricaemia asymptomatica";;;;;"Asimptomatsko poveæanje mokraæne kiseline u krvi";;"4";;;
"E79.1";"Syndroma Lesch-Nyhan";;;;;"Lesch-Nyhanov sindrom";;"4";;;
"E79.8";"Disordines metabolismi purini et pyrimidini alii";;;;;"Drugi poremeæaji metabolizma purina i pirimidina";;"4";;;
"E79.9";"Disordo metabolismi purini et pyrimidini,non specificatus";;;;;"Poremeæaj metabolizma purina i pirimidina,neoznaèen";;"4";;;
"E80.-";"Porphiria et disordines metabolismi bilirubini";;;;;"Porfirija i poremeæaji metabolizma bilirubina";;"3";;;
"E80.0";"Porphyria erythropoietica hereditaria";;;;;"Eritropoezna nasledna porfirija";;"4";;;
"E80.1";"Porphyria cutanea tarda";;;;;"Pozna porfirija ko¾e";;"4";;;
"E80.2";"Porphyria alia";;;;;"Druga porfirija";;"4";;;
"E80.3";"Disordines catalasis et peroxidasis";;;;;"Poremeæaji katalaze i peroksidaze";;"4";;;
"E80.4";"Syndroma Gilbert";;;;;"Gilbertov sindrom";;"4";;;
"E80.5";"Syndroma Crigler-Najjar";;;;;"Crigler-Najjarov sindrom";;"4";;;
"E80.6";"Disordines metabolismi bilirubinorum alii";;;;;"Drugi poremeæaji metabolizma bilirubina";;"4";;;
"E80.7";"Disordo metabolismi bilirubini,non specificatus";;;;;"Poremeæaj metabolizma bilirubina,neoznaèen";;"4";;;
"E83.-";"Disordines metabolismi mineralium";;;;;"Poremeæaji metabolizma mineralnih materija";;"3";;;
"E83.0";"Disordo metabolismi cupri";;;;;"Poremeæaj metabolizma bakra";;"4";;;
"E83.1";"Disordines metabolismi ferri";;;;;"Poremeæaji metabolizma gvo¾ða";;"4";;;
"E83.2";"Disordines metabolismi zinci";;;;;"Poremeæaji metabolizma cinka";;"4";;;
"E83.3";"Disordines metabolismi phosphori";;;;;"Poremeæaji metabolizma fosfora";;"4";;;
"E83.4";"Disordines metabolismi magnosii";;;;;"Poremeæaji metabolizma magnezijuma";;"4";;;
"E83.5";"Disordines metabolismi calcii";;;;;"Poremeæaji metabolizma kalcijuma";;"4";;;
"E83.8";"Disordines metabolismi mineralium alii";;;;;"Drugi poremeæaji metabolizma minerala";;"4";;;
"E83.9";"Disordo metabolismi mineralium,non specificatus";;;;;"Poremeæaj metabolizma mineralnih materija,neoznaèen";;"4";;;
"E84.-";"Fibrosis cystica";;;;;"Cistièno vezivno tkivo";;"3";;;
"E84.0";"Fibrosis cystica pulmonalis";;;;;"Cistièka fibroza pluæa";;"4";;;
"E84.1";"Fibrosis cystica intestinalis";;;;;"Cistièka fibroza creva";;"4";;;
"E84.8";"Fibrosis cystica alia";;;;;"Druga cistèka fibroza";;"4";;;
"E84.9";"Fibrosis cystica,non specificata";;;;;"Cistièka fibroza,neoznaèena";;"4";;;
"E85.-";"Amyloidosis";;;;;"Amiloidoza-nagomilavanje amiloida u tkivima";;"3";;;
"E85.0";"Amyloidosis heredofamiliaris,non neuropathica";;;;;"Porodièno nasledna amiloidoza ,bez nervnih znakova";;"4";;;
"E85.1";"Amyloidois heredofamillaris neuropathica";;;;;"Porodièno nasledna amiloidoza,sa nervnim manifestacijama";;"4";;;
"E85.2";"Amyloidosis heredofamillaris,non specificata";;;;;"Porodièno nasledna amiloidoza,neoznaèena";;"4";;;
"E85.3";"Amyloidosis systemica secundaria";;;;;"Sistemska sekundarna amiloidoza";;"4";;;
"E85.4";"Amyloidosis localisata";;;;;"Lokalizovana amiloidoza";;"4";;;
"E85.8";"Amyloidosis alia";;;;;"Druga amiloidoza";;"4";;;
"E85.9";"Amyloidosis,non specificata";;;;;"Amiloidoza,neoznaèena";;"4";;;
"E86.-";"Dehydratio et hypovolaemia";;;;;"Smanjenje kolièine vode i zapremine krvi";;"3";;;
"E87.-";"Disordines fluidi,electrolyti et aequilibrii acidobasis alii";;;;;"Drugi poremeæaji teènosti,elektrolita i kiselo-bazne ravnote¾e";;"3";;;
"E87.0";"Hyperosmolalia et hypernatraemia";;;;;"Poveæana osmolalnost i poveæanje natrijuma u krvi";;"4";;;
"E87.1";"Hypoosmolalia et hyponatraemia";;;;;"Smanjena osmolalnost i smanjenje natrijuma u krvi";;"4";;;
"E87.2";"Acidosis";;;;;"Poveæanje kiselosti krvi";;"4";;;
"E87.3";"Alkalosis";;;;;"Poveæanje alkalnosti krvi";;"4";;;
"E87.4";"Disordo aequilibrii acidobasici mixtus";;;;;"Me¹oviti poremeæaj kiselo-bazne ravnote¾e";;"4";;;
"E87.5";"Hyperkaliaemia";;;;;"Poveæanje kalijuma u krvi";;"4";;;
"E87.6";"Hypokaliaemia";;;;;"Smanjenje kalijuma u krvi";;"4";;;
"E87.7";"Hypervolaemia";;;;;"Uveæana zapremina krvi";;"4";;;
"E87.8";"Disordines asqulilbrii electrolyti et fluidi alii";;;;;"Drugi poremeæaji vodeno-sone ravnote¾e";;"4";;;
"E88.-";"Disordines metabolismi alii";;;;;"Drugi poremeæaji metabolizma";;"3";;;
"E88.0";"Disordines metabolismi plasma-proteini";;;;;"Poremeæaji metabolizma belanèevina plazme";;"4";;;
"E88.1";"Lipodyatrophia";;;;;"Lipodistrofija";;"4";;;
"E88.2";"Lipomatosis";;;;;"Lipomatoza";;"4";;;
"E88.8";"Disordines metabolismi alii,specificati";;;;;"Drugi oznaèeni poremeæaji metabolizma";;"4";;;
"E88.9";"Disordo metabolismi,non specificatus";;;;;"Poremeæaj metabolizma,neoznaèen";;"4";;;
"E89.-";"Disordines endocrini et disordines metabolici postprocedurales";;;;;"Poremeæaji ¾lezda sa unutra¹njim luèenjem i poremeæaji metabolizma posle intervencija";;"3";;;
"E89.0";"Hypothyreoidismus postproceduralis";;;;;"Smanjena funkcija ¹titaste ¾lezde posle intervencija";;"4";;;
"E89.1";"Hypoinaulinaemia postproceduralis";;;;;"Smanjenje insulina u krvi posle intervencije";;"4";;;
"E89.2";"Hypoparathyreoidismus postproceduralis";;;;;"Smanjena funkcija para¹titaste ¾lezde posle intervencije";;"4";;;
"E89.3";"Hypopituitarismus postproceduralis";;;;;"Smanjena funkcija pituitarne ¾lezde posle intervencije";;"4";;;
"E89.4";"Hypofunctio ovarii postproceduralis";;;;;"Smanjena funkcija jajnika posle intervencije";;"4";;;
"E89.5";"Hypofunctio testicularis postproceduralis";;;;;"Smanjena funkcija moguæih polnih ¾lezda posle intervencije";;"4";;;
"E89.6";"Hypofunctio adrenocorticalis postproceduralis";;;;;"Smanjena funkcija nadbubre¾ne ¾lezde posle intervencije";;"4";;;
"E89.8";"Disordines glandulae endocrinae et disordines metabolismi postproceduralis alii";;;;;"Drugi poremeæaji ¾lezde sa unutra¹njim luèenjem i poremeæaj metabolizma posle intervencije";;"4";;;
"E89.9";"Disordo glandulae endocrinae et disordo metabolismi postproceduralis, non specificatus";;;;;"Poremeæaj ¾lezda sa unutra¹njim luèenjem i poremeæaj metabolizma posle intervencije, neoznaèen";;"4";;;
"E90.-*";"Disordines nutritionis et disordines metabolismi in morbis aliis";;;;;"Poremeæaji ishrane i poremeæaji metabolizma u drugim bolestima";;"0";;;
"F00.-*";"Dementia in morbo Alzheimer (G30.-)";;;;;"Demencija u Alzheimerovoj bolesti";;"0";;;
"F00.0*";"Dementia in morbo Alzheimer praecox (G30.0+)";;;;;"Demencija u Alzheimerovoj bolesti, sa ranim poèetkom";;"4";;;
"F00.1*";"Dementia in morbo Alzheimer tardiva (G30.1+)";;;;;"Demencija u Alzheimerovoj bolesti, sa kasnim poèetkom";;"4";;;
"F00.2*";"Dementia in morbo Alzheimer atypica sive mixta (G30.8+)";;;;;"Atipièna ili me¹ovita demencija u Alzheimerovoj bolesti";;"4";;;
"F00.9*";"Dementia in morbo Alzheimer,non specificata (G30.9+)";;;;;"Demencija u Alzheimerovoj bolesti, neoznaèena";;"4";;;
"F01.-";"Dementia vascularis";;;;;"Vaskularna demencija";;"3";;;
"F01.0";"Dementia vascularis acuta";;;;;"Akutna vaskularna demecija";;"4";;;
"F01.1";"Dementia multiinfarctiva";;;;;"Demencija usled vi¹e infarkta";;"4";;;
"F01.2";"Dementia vascularis subcorticalis";;;;;"Vaskularna demencija u potkori mozga";;"4";;;
"F01.3";"Dementia vascularis mixta,corticalis et subcorticalis";;;;;"Vaskularna demencija u kori i potkori mozga";;"4";;;
"F01.8";"Dementia vascularis alia";;;;;"Druga vaskularna demencija";;"4";;;
"F01.9";"Dementia vascularis, non specificata";;;;;"Vaskularna demencija, neoznaèena";;"4";;;
"F02.-*";"Dementia in morbis aliis";;;;;"Demencija u drugim bolestima";;"0";;;
"F02.0*";"Dementia in morbo Pick(G31.0+)";;;;;"Demencija u Pickovoj bolesti";;"4";;;
"F02.1*";"Dementia in morbo Creutzfeldt-Jakob (A81.0+)";;;;;"Demencija u Creutzfeldt-Jakobovoj bolesti";;"4";;;
"F02.2*";"Dementia in morbo Huntington (G10+)";;;;;"Demencija u Huntingtonovoj bolesti";;"4";;;
"F02.3*";"Dementia in morbo Parkinson (G20+)";;;;;"Demencija u Parkinsonovoj bolesti";;"4";;;
"F02.4*";"Dementia in morbo AIDS (E122.0+)";;;;;"Demencija u bolesti SIDE";;"4";;;
"F02.8*";"Dementia in morbis specificatis,aliis";;;;;"Demencija u drugim oznaèenim bolestima";;"4";;;
"F03.-";"Dementia";;;;;"Demencija";;"3";;;
"F04.-";"Syndroma amnestica organica";;;;;"Organski sindrom neseæanja";;"3";;;
"F05.-";"Delirium";;;;;"Delirijum-du¹evno oboljenje";;"3";;;
"F05.0";"Delirium sine dementia";;;;;"Delirijum bez demencije";;"4";;;
"F05.1";"Delirium cum dementia";;;;;"Delirijum sa demencijom";;"4";;;
"F05.8";"Delirium aliud";;;;;"Drugi delirijum";;"4";;;
"F05.9";"Delirium,non specificatum";;;;;"Delirijum,neoznaèen";;"4";;;
"F06.-";"Disordines mentales propter damnum et dysfunctionem cerebri sive morbum physicum, alii";;;;;"Drugi du¹evni poremeæaji uzrokovani o¹teæenjem i disfunkcijom mozga i telesnom bole¹æu";;"3";;;
"F06.0";"Hallucinosis organica";;;;;"Organska halucinoza";;"4";;;
"F06.1";"Disordo catatonicus organicus";;;;;"Organski katatoni poremeæaj";;"4";;;
"F06.2";"Disordo paranoides organicus (schizophreniae similis";;;;;"Organski sumanuti poremeæaj (slièan shizofreniji)";;"4";;;
"F06.3";"Disordines thymiaci (affectivi organici)";;;;;"Organski poremeæaji raspolo¾enja (afekata)";;"4";;;
"F06.4";"Disordo anxioticus organicus";;;;;"Organski anksiozni poremeæaj";;"4";;;
"F06.5";"Disordo dissociativus organicus";;;;;"Organski disocijativni poremeæaj";;"4";;;
"F06.6";"Disordo emotionalis organicus (asthenicus)";;;;;"Organski emocionalni poremeæaj (astenièki)";;"4";;;
"F06.7";"Disordo cognitivus gradus minoris";;;;;"Blagi kognitivni poremeæaj";;"4";;;
"F06.8";"Disordines mentales propter damnum et dysfunctionem cerebri sive morbum physicum alii, specificati";;;;;"Drugi oznaèeni du¹evni poremeæaji uzrokovani o¹teæenjem i disfunkcijom mozga i bole¹æu tela";;"4";;;
"F06.9";"Disordo mentalis propter damnum et dysfunctionum cerebri sive morbum physicum, non specificatus";;;;;"Du¹evni poremeæaj uzrokovan o¹teæenjem i disfunkcijom mozga i bole¹æu tela, neoznaèen";;"4";;;
"F07.-";"Disordines personae et disordines morum propter morbum, damnum et dysfunctionem cerebri";;;;;"Poremeæaji liènosti i poremeæaji pona¹anja uzrokovani bole¹æu, o¹teæenjem i disfunkcijom mozga";;"3";;;
"F07.0";"Disordo personae organicus";;;;;"Organski poremeæaji liènosti";;"4";;;
"F07.1";"Syndroma post encephalitidem";;;;;"Sindrom posle zapaljenja mozga";;"4";;;
"F07.2";"Syndroma post commotionem cerebri";;;;;"Sindrom posle potresa mozga";;"4";;;
"F07.8";"Disordines personae et disordines morum organici propter morbum, damnum et dysfunctionem cerebri ali";;;;;"Drugi organski poremeæaji liènosti i poremeæaji pona¹anja uzrokovani bole¹æu, o¹teæenjem i disfunkcijom mozga";;"4";;;
"F07.9";"Disordo personae et disordo morum organicus propter morbum, damnum et dysfunctionem cerebri, non sp.";;;;;"Organski poremeæaji liènosti i poremeæaj pona¹anja, uzrokovan bole¹æu, o¹teæenjem i disfunkcijom mozga, neoznaèen";;"4";;;
"F09.-";"Morbus mentalis organicus sive symptomaticus non specificatus";;;;;"Organska ili simptomatska du¹evna bolest, neoznaèena";;"3";;;
"F09.0";"Intoxicatio acuta";;;;;"Akutno trovanje";;"4";;;
"F09.1";"Usus noxius";;;;;"Zloupotreba";;"4";;;
"F09.2";"Syndroma dependentiae";;;;;"Sindrom zavisnosti";;"4";;;
"F09.3";"Syndroma abstinentialis";;;;;"Apstinencijalni sindrom";;"4";;;
"F09.4";"Syndroma abstinentialis cum delirio";;;;;"Apstinencijalni sindrom sa delirijumom";;"4";;;
"F09.5";"Psychosis";;;;;"Du¹evni poremeæaj";;"4";;;
"F09.6";"Syndroma amnestica";;;;;"Sindrom gubitka pamæenja";;"4";;;
"F09.7";"Psychosis residualis et tarda";;;;;"Psihotièke posledice i kasni poèetak";;"4";;;
"F09.8";"Disordines mentales et disordines morum alii";;;;;"Drugi du¹evni poremeæaji i poremeæaji pona¹anja";;"4";;;
"F09.9";"Disordo mentalis et disordo morum, non specificati";;;;;"Du¹evni poremeæaj i poremeæaj pona¹anja, neoznaèen";;"4";;;
"F10.-";"Disordines mentales et disordines morum propter usum alcholis (alcoholismus)";;;;;"Du¹evni poremeæaji i poremeæaji pona¹anja uzrokovani upotrebom alkohola";;"4";;;
"F10.0";"Disordines mentales et disordines morum propter usum alcholis (alcoholismus)-intoxicatio acuta";;;;;"Du¹evni poremeæaji i poremeæaji pona¹anja uzrokovani upotrebom alkohola-akutno trovanje";;"4";;;
"F10.1";"Disordines mentales et disordines morum propter usum alcholis (alcoholismus)-usus noxius";;;;;"Du¹evni poremeæaji i poremeæaji pona¹anja uzrokovani upotrebom alkohola-zloupotreba";;"4";;;
"F10.2";"Disordines mentales et disordines morum propter usum alcholis (alcoholismus)-syndroma dependentiae";;;;;"Du¹evni poremeæaji i poremeæaji pona¹anja uzrokovani upotrebom alkohola-sindrom zavisnosti";;"4";;;
"F10.3";"Disordines mentales et disordines morum propter usum alcholis (alcoholismus)-syndroma abstinentialis";;;;;"Du¹evni poremeæaji i poremeæaji pona¹anja uzrokovani upotrebom alkohola-apstinencijalni sindrom";;"4";;;
"F10.4";"Disordines mentales et disordines morum propter usum alcholis (alcoholismus)-syndroma abstinentalis cum delirio";;;;;"Du¹evni poremeæaji i poremeæaji pona¹anja uzrokovani upotrebom alkohola-apstinencijalni sindrom sa delirijumom";;"4";;;
"F10.5";"Disordines mentales et disordines morum propter usum alcholis (alcoholismus)-psychosis";;;;;"Du¹evni poremeæaji i poremeæaji pona¹anja uzrokovani upotrebom alkohola-du¹evni poremeæaj";;"4";;;
"F10.6";"Disordines mentales et disordines morum propter usum alcholis (alcoholismus)-syndroma amnestica";;;;;"Du¹evni poremeæaji i poremeæaji pona¹anja uzrokovani upotrebom alkohola-sindrom gubitka pamæenja";;"4";;;
"F10.7";"Disordines mentales et disordines morum propter usum alcholis (alcoholismus)-psychosis residualis et tarda";;;;;"Du¹evni poremeæaji i poremeæaji pona¹anja uzrokovani upotrebom alkohola-psihotièke posledice i kasni poèetak";;"4";;;
"F10.8";"Disordines mentales et disordines morum propter usum alcholis (alcoholismus)-disordines mentales et disordines morum alii";;;;;"Du¹evni poremeæaji i poremeæaji pona¹anja uzrokovani upotrebom alkohola-drugi du¹evni poremeæaji i poremeæaji pona¹anja";;"4";;;
"F10.9";"Disordines mentales et disordines morum propter usum alcholis (alcoholismus)-disordo mentalis et disordo morum,non specificati";;;;;"Du¹evni poremeæaji i poremeæaji pona¹anja uzrokovani upotrebom alkohola-du¹evni poremeæaj i poremeæaj pona¹anja,neoznaèen";;"4";;;
"F11.-";"Disordines mentales et disordines morum propter usum opiatorum (opiatomania)";;;;;"Du¹evni poremeæaji i poremeæaji pona¹anja uzrokovani upotrebom opijata";;"4";;;
"F11.0";"Disordines mentales et disordines morum propter usum opiatorum (opiatomania)-intoxicatio acuta";;;;;"Du¹evni poremeæaji i poremeæaji pona¹anja uzrokovani upotrebom opijata-akutno trovanje";;"4";;;
"F11.1";"Disordines mentales et disoridnes morum propter usum opiatorum (opiatomania)-usus noxius";;;;;"Du¹evni poremeæaji i poremeæaji pona¹anja uzrokovani upotrebom opijata-zloupotreba";;"4";;;
"F11.2";"Disordines mentales et disordines morum propter usum opiatorum (opiatomania)-syndroma dependentiae";;;;;"Du¹evni poremeæaji i poremeæaji pona¹anja uzrokovani upotrebom opijata-sindrom zavisnosti";;"4";;;
"F11.3";"Disordines mentales et disordines morum propter usum opiatorum (opiatomania)-syndroma abstinentialis";;;;;"Du¹evni poremeæaji i poremeæaji pona¹anja uzrokovani upotrebom opijata-apstinencijalni sindrom";;"4";;;
"F11.4";"Disordines mentales et disordines morum propter usum opiatorum (opiatomania)-syndroma abstinentialis cum delirio";;;;;"Du¹evni poremeæaji i poremeæaji pona¹anja uzrokovani upotrebom opijata-apstinencijalni sindrom sa delirijumom";;"4";;;
"F11.5";"Disordines mentales et disordines morum propter usum opiatorum (opiatomania)-psychosis";;;;;"Du¹evni poremeæaji i poremeæaji pona¹anja uzrokovani upotrebom opijata-du¹evni poremeæaj";;"4";;;
"F11.6";"Disordines mentales et disordines morum propter usum opiatorum (opiatomania)-syndroma amnestica";;;;;"Du¹evni poremeæaji i poremeæaji pona¹anja uzrokovani upotrebom opijata-sindrom gubitka pamæenja";;"4";;;
"F11.7";"Disordines mentales et disordines morum propter usum opiatorum (opiatomania)-psychosis residualis et tarda";;;;;"Du¹evni poremeæaji i poremeæaji pona¹anja uzrokovani upotrebom opijata-psihotièke posledice i kasni poèetak";;"4";;;
"F11.8";"Disordines mentales et disordines morum propter usum opiatorum (opiatomania)-disordines mentales et disordines morum alii";;;;;"Du¹evni poremeæaji i poremeæaji pona¹anja uzrokovani upotrebom opijata-drugi du¹evni poremeæaji i poremeæaji pona¹anja";;"4";;;
"F11.9";"Disordines mentales et disordines morum propter usum opiatorum (opiatomania)-disordo mentalis et disordo morum,non specificati";;;;;"Du¹evni poremeæaji i poremeæaji pona¹anja uzrokovani upotrebom opijata-du¹evni poremeæaj i poremeæaj pona¹anja,neoznaèen";;"4";;;
"F12.-";"Disordines mentales et disordines morum propter usum cannabinoidarum (canabinomania)";;;;;"Du¹evni poremeæaji i poremeæaji pona¹anja uzrokovani upotrebom kanabinoida";;"4";;;
"F12.0";"Disordines mentales et disordines morum propter usum cannabinoidarum (canabinomania)-intoxicatio acuta";;;;;"Du¹evni poremeæaji i poremeæaji pona¹anja uzrokovani upotrebom kanabinoida-akutno trovanje";;"4";;;
